"Local Site Name","State Name","County Name","City Name","CBSA Name","Latitude","Longitude","4th Max Value","4th Max DateTime"
"LAT/LON POINT IS TRAILER","Pennsylvania","Westmoreland","Greensburg","Pittsburgh, PA","40.304694","-79.505667","0.064","2014-08-04 10:00"
"A421330008LAT/LON POINT AT CORNER OF TRAILER","Pennsylvania","York","York","York-Hanover, PA","39.965278","-76.699444","0.063","2014-07-26 11:00"
"York DW","Pennsylvania","York","","York-Hanover, PA","39.86097","-76.462055","0.064","2014-05-20 10:00"
"AJ","Rhode Island","Kent","","Providence-New Bedford-Fall River, RI-MA","41.615237","-71.72","0.067","2014-06-03 09:00"
" FRANCIS SCHOOL East Providence","Rhode Island","Providence","East Providence","Providence-New Bedford-Fall River, RI-MA","41.841573","-71.36077","0.064","2014-07-26 11:00"
"US-EPA Laboratory","Rhode Island","Washington","","Providence-New Bedford-Fall River, RI-MA","41.49511","-71.423705","0.063","2014-05-27 07:00"
"DUE WEST","South Carolina","Abbeville","Due West","","34.325318","-82.386376","0.062","2014-04-11 12:00"
"JACKSON MIDDLE SCHOOL","South Carolina","Aiken","Jackson","Augusta-Richmond County, GA-SC","33.342226","-81.788731","0.066","2014-06-20 10:00"
"Big Creek","South Carolina","Anderson","","Anderson, SC","34.623236","-82.532059","0.06","2014-04-11 10:00"
"BUSHY PARK PUMP STATION","South Carolina","Berkeley","","Charleston-North Charleston, SC","32.987252","-79.9367","0.06","2014-05-05 10:00"
"CAPE ROMAIN","South Carolina","Charleston","","Charleston-North Charleston, SC","32.941023","-79.657187","0.059","2014-05-04 14:00"
"Cowpens","South Carolina","Cherokee","","Gaffney, SC","35.130396","-81.816567","0.066","2014-04-02 10:00"
"CHESTERFIELD","South Carolina","Chesterfield","","","34.615367","-80.198787","0.059","2014-05-07 10:00"
"ASHTON","South Carolina","Colleton","","Walterboro, SC","33.007866","-80.965038","0.059","2014-04-11 10:00"
"Pee Dee Experimental Station","South Carolina","Darlington","","Florence, SC","34.285696","-79.744859","0.065","2014-05-06 10:00"
"TRENTON","South Carolina","Edgefield","","Augusta-Richmond County, GA-SC","33.739963","-81.853635","0.055","2014-06-15 10:00"
"Hillcrest Middle School","South Carolina","Greenville","Simpsonville","Greenville-Mauldin-Easley, SC","34.751848","-82.256701","0.063","2014-06-19 09:00"
"FAMODA FARM","South Carolina","Greenville","","Greenville-Mauldin-Easley, SC","35.057395","-82.372881","0.062","2014-05-07 11:00"
"LONG CREEK","South Carolina","Oconee","","Seneca, SC","34.805261","-83.2377","0.064","2014-04-24 14:00"
"CLEMSON CMS","South Carolina","Pickens","","Greenville-Mauldin-Easley, SC","34.653606","-82.838659","0.062","2014-04-12 12:00"
"Wolf Creek","South Carolina","Pickens","","Greenville-Mauldin-Easley, SC","34.851537","-82.744576","0.058","2014-07-17 11:00"
"PARKLANE","South Carolina","Richland","Dentsville (Dents)","Columbia, SC","34.093959","-80.962304","0.056","2014-03-22 10:00"
"CONGAREE BLUFF","South Carolina","Richland","","Columbia, SC","33.81468","-80.781135","0.056","2014-04-01 11:00"
"SANDHILL EXPERIMENTAL STATION","South Carolina","Richland","","Columbia, SC","34.131262","-80.868318","0.065","2014-06-19 10:00"
"NORTH SPARTANBURG FIRE STATION #2","South Carolina","Spartanburg","","Spartanburg, SC","34.988706","-82.075802","0.065","2014-05-08 11:00"
"YORK CMS","South Carolina","York","","Charlotte-Gastonia-Concord, NC-SC","34.935817","-81.228409","0.056","2014-04-12 10:00"
"Research Farm","South Dakota","Brookings","","Brookings, SD","44.348604","-96.807299","0.061","2014-09-27 11:00"
"Wind Cave National Park, Visitor Center","South Dakota","Custer","","","43.55764","-103.48386","0.057","2014-08-23 15:00"
"SOUTH OF BADLANDS NP HEADQUARTERS","South Dakota","Jackson","","","43.74561","-101.941218","0.057","2014-04-21 10:00"
"BLACK HAWK ELEMENTARY SCHOOL GROUNDS","South Dakota","Meade","Not in a city","Rapid City, SD","44.155636","-103.315765","0.056","2014-07-20 10:00"
"SD School for the Deaf","South Dakota","Minnehaha","Sioux Falls","Sioux Falls, SD","43.54792","-96.700769","0.066","2014-05-24 11:00"
"Union County #1 Jensen","South Dakota","Union","","Sioux City, IA-NE-SD","42.751518","-96.707208","0.062","2014-05-27 11:00"
"Freel's Bend ozone and SO2 monitoring","Tennessee","Anderson","Oak Ridge","Knoxville, TN","35.96522","-84.22316","0.06","2014-04-01 12:00"
"Great Smoky Mountains National Park, Look Rock","Tennessee","Blount","","Knoxville, TN","35.63348","-83.941606","0.064","2014-04-20 14:00"
"Great Smoky Mountains National Park, Cade's Cove","Tennessee","Blount","","Knoxville, TN","35.603056","-83.783611","0.058","2014-04-25 00:00"
"Speedwell","Tennessee","Claiborne","","","36.47","-83.8268","0.065","2014-04-20 10:00"
"","Tennessee","Davidson","Nashville","Nashville-Davidson-Murfreesboro-Franklin, TN","36.205","-86.744722","0.065","2014-06-22 09:00"
"","Tennessee","Davidson","Nashville","Nashville-Davidson-Murfreesboro-Franklin, TN","36.150742","-86.623301","0.071","2014-07-25 09:00"
"Edgar Evans","Tennessee","DeKalb","","","36.0388","-85.7331","0.062","2014-04-17 13:00"
"Soddy-Daisy High School","Tennessee","Hamilton","Soddy-Daisy","Chattanooga, TN-GA","35.233476","-85.181581","0.064","2014-04-20 11:00"
"","Tennessee","Hamilton","Chattanooga","Chattanooga, TN-GA","35.102638","-85.162194","0.067","2014-04-24 11:00"
"New Market ozone monitor","Tennessee","Jefferson","New Market","Morristown, TN","36.105629","-83.602077","0.067","2014-05-07 11:00"
"East Knox Elementary School","Tennessee","Knox","Mascot","Knoxville, TN","36.085508","-83.764806","0.041","2014-10-28 12:00"
"Loudon Pope site","Tennessee","Loudon","Loudon","Knoxville, TN","35.744539","-84.317057","0.067","2014-04-21 12:00"
"","Tennessee","McMinn","","Athens, TN","35.4685","-84.454","0.062","2014-05-05 11:00"
"","Tennessee","Sevier","Not in a city","Sevierville, TN","35.696667","-83.609722","0.068","2014-05-07 17:00"
"Great Smoky Mountains National Park, Clingman's Dome","Tennessee","Sevier","","Sevierville, TN","35.562778","-83.498056","0.066","2014-08-05 17:00"
"Frayser Ozone Monitor","Tennessee","Shelby","Memphis","Memphis, TN-MS-AR","35.217501","-90.019707","0.064","2014-05-04 10:00"
"Memphis NCORE site","Tennessee","Shelby","Memphis","Memphis, TN-MS-AR","35.151699","-89.850249","0.066","2014-04-19 10:00"
"Edmund Orgill Park Ozone","Tennessee","Shelby","Millington","Memphis, TN-MS-AR","35.378153","-89.83447","0.065","2014-04-19 10:00"
"Blountville Ozone Monitor","Tennessee","Sullivan","","Kingsport-Bristol-Bristol, TN-VA","36.541439","-82.424824","0.065","2014-05-06 11:00"
"Kingsport ozone monitor","Tennessee","Sullivan","Bloomingdale","Kingsport-Bristol-Bristol, TN-VA","36.58211","-82.485742","0.061","2014-04-19 10:00"
"Hendersonville Ozone Site at Old Hickory Dam","Tennessee","Sumner","Hendersonville","Nashville-Davidson-Murfreesboro-Franklin, TN","36.29756","-86.653137","0.066","2014-06-22 10:00"
" FAIRVIEW MIDDLE SCHOOL ozone monitor","Tennessee","Williamson","Fairview","Nashville-Davidson-Murfreesboro-Franklin, TN","35.951534","-87.137005","0.063","2014-04-20 10:00"
"Cedars of Lebanon Ozone Monitor","Tennessee","Wilson","","Nashville-Davidson-Murfreesboro-Franklin, TN","36.060833","-86.286261","0.064","2014-04-20 10:00"
"Temple Georgia","Texas","Bell","Temple","Killeen-Temple-Fort Hood, TX","31.122419","-97.431052","0.067","2014-05-17 11:00"
"Killeen Skylark Field","Texas","Bell","Killeen","Killeen-Temple-Fort Hood, TX","31.088002","-97.679734","0.069","2014-06-11 10:00"
"San Antonio Northwest","Texas","Bexar","Leon Valley","San Antonio, TX","29.51509","-98.620166","0.068","2014-09-24 10:00"
"Camp Bullis","Texas","Bexar","","San Antonio, TX","29.632058","-98.564936","0.069","2014-09-24 10:00"
"Calaveras Lake","Texas","Bexar","","San Antonio, TX","29.275381","-98.311692","0.063","2014-05-29 10:00"
"Manvel Croix Park","Texas","Brazoria","","Houston-Sugar Land-Baytown, TX","29.520443","-95.392509","0.066","2014-05-29 11:00"
"Lake Jackson","Texas","Brazoria","Lake Jackson","Houston-Sugar Land-Baytown, TX","29.043759","-95.472946","0.061","2014-05-03 10:00"
"Big Bend National Park, K-Bar Ranch Road","Texas","Brewster","","","29.30265","-103.17781","0.064","2014-05-15 11:00"
"Brownsville","Texas","Cameron","Brownsville","Brownsville-Harlingen, TX","25.892503","-97.493836","0.06","2014-05-04 08:00"
"Harlingen Teege","Texas","Cameron","Harlingen","Brownsville-Harlingen, TX","26.200256","-97.712681","0.059","2014-05-04 08:00"
"Frisco","Texas","Collin","Frisco","Dallas-Fort Worth-Arlington, TX","33.13242","-96.786404","0.074","2014-08-14 10:00"
"DALLAS HINTON","Texas","Dallas","Dallas","Dallas-Fort Worth-Arlington, TX","32.819952","-96.860082","0.066","2014-07-23 10:00"
"Dallas North #2","Texas","Dallas","Dallas","Dallas-Fort Worth-Arlington, TX","32.919206","-96.808498","0.07","2014-05-16 13:00"
"Dallas Redbird Airport Executive","Texas","Dallas","Dallas","Dallas-Fort Worth-Arlington, TX","32.676451","-96.87206","0.062","2014-07-24 11:00"
"Denton Airport South","Texas","Denton","Denton","Dallas-Fort Worth-Arlington, TX","33.219056","-97.196287","0.077","2014-07-25 10:00"
"Pilot Point","Texas","Denton","Pilot Point","Dallas-Fort Worth-Arlington, TX","33.410638","-96.944598","0.075","2014-05-16 12:00"
"Midlothian OFW","Texas","Ellis","Midlothian","Dallas-Fort Worth-Arlington, TX","32.482082","-97.026922","0.062","2014-05-28 10:00"
"Italy","Texas","Ellis","","Dallas-Fort Worth-Arlington, TX","32.175428","-96.87018","0.06","2014-05-04 11:00"
"Ivanhoe","Texas","El Paso","El Paso","El Paso, TX","31.785769","-106.323578","0.062","2014-06-09 11:00"
"El Paso UTEP","Texas","El Paso","El Paso","El Paso, TX","31.768291","-106.50126","0.07","2014-06-02 11:00"
"El Paso Chamizal","Texas","El Paso","El Paso","El Paso, TX","31.765698","-106.45522","0.066","2014-06-09 10:00"
"Ascarate Park SE","Texas","El Paso","El Paso","El Paso, TX","31.746743","-106.402784","0.062","2014-08-17 10:00"
"Socorro Hueco","Texas","El Paso","Socorro","El Paso, TX","31.6675","-106.288","0.066","2014-07-30 10:00"
"Skyline Park","Texas","El Paso","El Paso","El Paso, TX","31.893913","-106.425814","0.07","2014-08-06 11:00"
"Galveston 99th Street","Texas","Galveston","Galveston","Houston-Sugar Land-Baytown, TX","29.254474","-94.861289","0.071","2014-05-29 17:00"
"Longview","Texas","Gregg","","Longview, TX","32.378682","-94.711811","0.066","2014-09-08 11:00"
"Houston Aldine","Texas","Harris","","Houston-Sugar Land-Baytown, TX","29.901037","-95.326125","0.068","2014-05-04 10:00"
"Channelview","Texas","Harris","Channelview","Houston-Sugar Land-Baytown, TX","29.802707","-95.125495","0.064","2014-05-04 09:00"
"Northwest Harris County","Texas","Harris","","Houston-Sugar Land-Baytown, TX","30.039534","-95.6739","0.063","2014-05-04 11:00"
"Houston North Wayside","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.828086","-95.284096","0.062","2014-08-24 11:00"
"SSW OF LANG RD. & MALIBU ST. INTERSECTION","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.834722","-95.489167","0.064","2014-06-11 10:00"
"NW OF DARLINGHURST & CROQUET INTERSECTION","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.623611","-95.473611","0.066","2014-08-12 11:00"
"Houston Bayland Park","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.695744","-95.499262","0.067","2014-08-25 11:00"
"NW OF SWISS & MONROE INTERSECTION","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.625833","-95.2675","0.065","2014-05-29 12:00"
"100 FEET FROM THE WATER WELL AT THE SHELL OIL CO.","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.724722","-95.503611","0.067","2014-08-13 10:00"
"NORTH OF THE TEXAS AVE.& DOWLING ST. INTERSECTION","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.752778","-95.350278","0.058","2014-05-02 11:00"
"Park Place","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.686389","-95.294722","0.063","2014-04-28 10:00"
"Lynchburg Ferry","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.761653","-95.081386","0.059","2014-05-04 11:00"
"Baytown Eastpoint","Texas","Harris","","Houston-Sugar Land-Baytown, TX","29.823319","-94.983786","0.067","2014-05-04 09:00"
"Houston East","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.767971","-95.220587","0.066","2014-05-05 08:00"
"Clinton","Texas","Harris","Houston","Houston-Sugar Land-Baytown, TX","29.733726","-95.257593","0.058","2014-04-25 11:00"
"Houston Deer Park #2","Texas","Harris","Deer Park","Houston-Sugar Land-Baytown, TX","29.670025","-95.128508","0.062","2014-04-28 09:00"
"Seabrook Friendship Park","Texas","Harris","Seabrook","Houston-Sugar Land-Baytown, TX","29.583047","-95.015544","0.065","2014-05-04 11:00"
"Karnack","Texas","Harrison","","Marshall, TX","32.668987","-94.167457","0.066","2014-05-16 11:00"
"Mission","Texas","Hidalgo","Mission","McAllen-Edinburg-Mission, TX","26.226226","-98.29107","0.056","2014-05-15 11:00"
"Granbury","Texas","Hood","Granbury","Granbury, TX","32.442305","-97.803539","0.073","2014-04-22 11:00"
"Greenville","Texas","Hunt","Greenville","Dallas-Fort Worth-Arlington, TX","33.153077","-96.115561","0.062","2014-05-05 12:00"
"Beaumont Downtown","Texas","Jefferson","Beaumont","Beaumont-Port Arthur, TX","30.03644","-94.071091","0.065","2014-05-05 08:00"
"Port Arthur West","Texas","Jefferson","Port Arthur","Beaumont-Port Arthur, TX","29.8975","-93.9911","0.062","2014-05-02 12:00"
"Hamshire","Texas","Jefferson","","Beaumont-Port Arthur, TX","29.863953","-94.3178","0.067","2014-06-11 09:00"
"SETRPC  40  Sabine Pass","Texas","Jefferson","Port Arthur","Beaumont-Port Arthur, TX","29.728","-93.894","0.067","2014-05-05 06:00"
"SETRPC 43 Jefferson Co Airport","Texas","Jefferson","Port Arthur","Beaumont-Port Arthur, TX","29.9425","-94.000556","0.062","2014-07-05 11:00"
"SETRPC Port Arthur","Texas","Jefferson","","Beaumont-Port Arthur, TX","29.865","-93.955","0.057","2014-05-04 10:00"
"Nederland High School","Texas","Jefferson","Nederland","Beaumont-Port Arthur, TX","29.978924","-94.010872","0.067","2014-05-04 10:00"
"Cleburne Airport","Texas","Johnson","Cleburne","Dallas-Fort Worth-Arlington, TX","32.353593","-97.436748","0.071","2014-08-11 11:00"
"Kaufman","Texas","Kaufman","Kaufman","Dallas-Fort Worth-Arlington, TX","32.564952","-96.317677","0.062","2014-07-25 12:00"
"Waco Mazanec","Texas","McLennan","Waco","Waco, TX","31.653068","-97.070684","0.063","2014-05-04 10:00"
"Conroe Relocated","Texas","Montgomery","Conroe","Houston-Sugar Land-Baytown, TX","30.350302","-95.425128","0.072","2014-07-30 09:00"
"Corsicana Airport","Texas","Navarro","Corsicana","Corsicana, TX","32.03194","-96.399138","0.059","2014-05-05 11:00"
"Corpus Christi West","Texas","Nueces","Corpus Christi","Corpus Christi, TX","27.765335","-97.434247","0.059","2014-04-29 12:00"
"Corpus Christi Tuloso","Texas","Nueces","Corpus Christi","Corpus Christi, TX","27.832408","-97.555395","0.059","2014-09-24 11:00"
"West Orange","Texas","Orange","West Orange","Beaumont-Port Arthur, TX","30.085263","-93.761341","0.063","2014-04-09 12:00"
"","Texas","Orange","West Orange","Beaumont-Port Arthur, TX","30.194167","-93.866944","0.068","2014-07-06 09:00"
"Parker County","Texas","Parker","","Dallas-Fort Worth-Arlington, TX","32.868777","-97.905931","0.072","2014-08-14 12:00"
"Alabama-Coushatta","Texas","Polk","","","30.7017","-94.6742","0.065","2014-05-16 12:00"
"Palo Duro","Texas","Randall","","Amarillo, TX","34.8803","-101.6649","0.066","2014-05-27 09:00"
"Rockwall Heath","Texas","Rockwall","Rockwall","Dallas-Fort Worth-Arlington, TX","32.936523","-96.459211","0.066","2014-05-04 10:00"
"Tyler Airport Relocated","Texas","Smith","","Tyler, TX","32.344008","-95.415752","0.066","2014-05-04 10:00"
"Eagle Mountain Lake","Texas","Tarrant","Pecan Acres","Dallas-Fort Worth-Arlington, TX","32.987891","-97.477175","0.073","2014-09-24 11:00"
"Fort Worth Northwest","Texas","Tarrant","Fort Worth","Dallas-Fort Worth-Arlington, TX","32.805818","-97.356568","0.079","2014-08-14 10:00"
"Keller","Texas","Tarrant","Fort Worth","Dallas-Fort Worth-Arlington, TX","32.922498","-97.282088","0.074","2014-07-23 10:00"
"Grapevine Fairway","Texas","Tarrant","Grapevine","Dallas-Fort Worth-Arlington, TX","32.98426","-97.063705","0.073","2014-07-25 10:00"
"Arlington Municipal Airport","Texas","Tarrant","Arlington","Dallas-Fort Worth-Arlington, TX","32.656372","-97.088583","0.065","2014-05-16 12:00"
"Austin Northwest","Texas","Travis","Austin","Austin-Round Rock, TX","30.354419","-97.760254","0.062","2014-05-17 11:00"
"Austin Audubon Society","Texas","Travis","","Austin-Round Rock, TX","30.483168","-97.872301","0.063","2014-08-12 12:00"
"Victoria","Texas","Victoria","Victoria","Victoria, TX","28.836165","-97.005534","0.061","2014-09-23 11:00"
"Laredo Border","Texas","Webb","Laredo","Laredo, TX","27.511267","-99.52029","0.057","2014-05-31 10:00"
"Brigham City","Utah","Box Elder","Brigham City","Brigham City, UT","41.492707","-112.018863","0.067","2014-06-12 11:00"
"WASHAKIE","Utah","Box Elder","","Brigham City, UT","41.94595","-112.233179","0.061","2014-06-04 15:00"
"LOGAN #4","Utah","Cache","Logan","Logan, UT-ID","41.731111","-111.8375","0.059","2014-07-19 10:00"
"","Utah","Carbon","Price","Price, UT","39.60996","-110.800749","0.064","2014-06-05 09:00"
"Bountiful Viewmont","Utah","Davis","Bountiful","Ogden-Clearfield, UT","40.902967","-111.884467","0.074","2014-07-22 11:00"
"","Utah","Duchesne","Roosevelt","","40.294178","-110.009732","0.062","2014-06-02 10:00"
"STATION LOCATED NEAR INTERSECTION OF 6000 SO & 10000 WEST","Utah","Duchesne","","","40.216779","-110.182742","0.067","2014-01-21 12:00"
"","Utah","Garfield","Escalante","","37.775556","-111.614722","0.06","2014-06-02 08:00"
"UTM COORDINATES AT PROBE LOCATION","Utah","Salt Lake","Not in a city","Salt Lake City, UT","40.736389","-112.210278","0.061","2014-06-12 11:00"
"Hawthorne","Utah","Salt Lake","Salt Lake City","Salt Lake City, UT","40.736389","-111.872222","0.072","2014-07-07 10:00"
"Canyonlands National Park, Island in the Sky","Utah","San Juan","","","38.45832","-109.82126","0.064","2014-06-04 12:00"
"Tooele","Utah","Tooele","Tooele","Salt Lake City, UT","40.543309","-112.299618","0.062","2014-06-12 20:00"
"","Utah","Uintah","","Vernal, UT","40.4372","-109.3047","0.064","2014-06-03 10:00"
"Vernal","Utah","Uintah","Vernal","Vernal, UT","40.452267","-109.510393","0.062","2014-08-23 09:00"
"","Utah","Uintah","","Vernal, UT","40.206291","-109.353932","0.061","2014-05-07 10:00"
"","Utah","Uintah","","Vernal, UT","40.05671","-109.688108","0.079","2014-01-03 13:00"
"STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","Utah","Uintah","","Vernal, UT","40.483598","-109.906796","0.064","2014-06-04 11:00"
"North Provo","Utah","Utah","Provo","Provo-Orem, UT","40.253611","-111.663056","0.065","2014-06-13 08:00"
"Spanish Fork","Utah","Utah","Spanish Fork","Provo-Orem, UT","40.136336","-111.660502","0.069","2014-06-13 08:00"
"Zion National Park, Dalton's Wash","Utah","Washington","Virgin","St. George, UT","37.1983","-113.1506","0.065","2014-06-05 11:00"
"Ogden","Utah","Weber","Ogden","Ogden-Clearfield, UT","41.206321","-111.975524","0.07","2014-07-08 11:00"
"Harrisville","Utah","Weber","Harrisville","Ogden-Clearfield, UT","41.303614","-111.987871","0.07","2014-08-01 11:00"
"Morse Airport - State of Vermont Property","Vermont","Bennington","Bennington","Bennington, VT","42.88759","-73.24984","0.061","2014-04-21 11:00"
"PROCTOR MAPLE RESEARCH CTR","Vermont","Chittenden","Underhill (Town of)","Burlington-South Burlington, VT","44.52839","-72.86884","0.059","2014-04-14 09:00"
"Albemarle High School","Virginia","Albemarle","","Charlottesville, VA","38.07657","-78.50397","0.059","2014-04-12 11:00"
"Aurora Hills Visitors Center","Virginia","Arlington","Arlington","Washington-Arlington-Alexandria, DC-VA-MD-WV","38.8577","-77.05922","0.071","2014-07-11 10:00"
"USGS Geomagnetic Center, Corbin","Virginia","Caroline","","Richmond, VA","38.20087","-77.37742","0.061","2014-08-04 10:00"
"Shirley Plantation","Virginia","Charles","","Richmond, VA","37.34438","-77.25925","0.066","2014-08-06 10:00"
"VDOT Chesterfield Residency Shop","Virginia","Chesterfield","","Richmond, VA","37.35748","-77.59355","0.061","2014-06-27 10:00"
"Lee District Park","Virginia","Fairfax","Groveton","Washington-Arlington-Alexandria, DC-VA-MD-WV","38.77335","-77.10468","0.069","2014-08-27 10:00"
"Chester Phelps Wildlife Management Area, Sumerduck","Virginia","Fauquier","","Washington-Arlington-Alexandria, DC-VA-MD-WV","38.47367","-77.76772","0.059","2014-04-21 12:00"
"Rest","Virginia","Frederick","","Winchester, VA-WV","39.28102","-78.08157","0.059","2014-04-13 09:00"
"Horton Station","Virginia","Giles","","Blacksburg-Christiansburg-Radford, VA","37.3297","-80.5578","0.062","2014-04-20 12:00"
"Turner Property, Old Church","Virginia","Hanover","","Richmond, VA","37.60613","-77.2188","0.062","2014-04-12 12:00"
"MathScience Innovation Center","Virginia","Henrico","East Highland Park","Richmond, VA","37.55652","-77.40027","0.062","2014-05-09 09:00"
"Broad Run High School, Ashburn","Virginia","Loudoun","","Washington-Arlington-Alexandria, DC-VA-MD-WV","39.02473","-77.48925","0.063","2014-06-04 10:00"
"Shenandoah National Park, Big Meadows","Virginia","Madison","","","38.5231","-78.43471","0.062","2014-04-13 00:00"
"Luray Caverns Airport","Virginia","Page","","","38.66373","-78.50442","0.058","2014-04-10 10:00"
"Prince Edward","Virginia","Prince Edward","","","37.1655","-78.3069","0.063","2014-04-12 11:00"
"James S. Long Park","Virginia","Prince William","","Washington-Arlington-Alexandria, DC-VA-MD-WV","38.85287","-77.63462","0.062","2014-07-18 11:00"
"East Vinton Elementary School","Virginia","Roanoke","Vinton","Roanoke, VA","37.28342","-79.88452","0.06","2014-04-21 11:00"
"Natural Bridge Ranger Station","Virginia","Rockbridge","","","37.62668","-79.51257","0.058","2014-04-20 11:00"
"ROCKINGHAM CO. VDOT","Virginia","Rockingham","","Harrisonburg, VA","38.47753","-78.81952","0.058","2014-05-09 09:00"
"Widewater Elementary School","Virginia","Stafford","Aquia Harbour","Washington-Arlington-Alexandria, DC-VA-MD-WV","38.48123","-77.3704","0.062","2014-04-12 10:00"
"Rural Retreat Sewage Treatment Plant","Virginia","Wythe","","","36.89117","-81.25423","0.064","2014-05-05 11:00"
"NASA Langley Research Center","Virginia","Hampton City","Hampton","Virginia Beach-Norfolk-Newport News, VA-NC","37.103733","-76.387017","0.061","2014-04-11 12:00"
"Tidewater Community College","Virginia","Suffolk City","Suffolk","Virginia Beach-Norfolk-Newport News, VA-NC","36.90118","-76.43808","0.058","2014-05-22 10:00"
"VA Tech Agricultural Research Station, Holland","Virginia","Suffolk City","Suffolk","Virginia Beach-Norfolk-Newport News, VA-NC","36.66525","-76.73078","0.063","2014-08-07 10:00"
"CHEEKA PEAK","Washington","Clallam","","Port Angeles, WA","48.29786","-124.62491","0.055","2014-04-13 17:00"
"VANCOUVER - BLAIRMONT DR","Washington","Clark","Vancouver","Portland-Vancouver-Beaverton, OR-WA","45.616667","-122.516667","0.057","2014-05-01 11:00"
"ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park)","Washington","King","Issaquah","Seattle-Tacoma-Bellevue, WA","47.5525","-122.064722","0.052","2014-05-13 11:00"
"NORTH BEND - NORTH BEND WAY","Washington","King","North Bend (Northbend)","Seattle-Tacoma-Bellevue, WA","47.49022","-121.77278","0.06","2014-08-27 09:00"
"ENUMCLAW - MUD MTN (Army Corp of Engineers site)","Washington","King","Enumclaw","Seattle-Tacoma-Bellevue, WA","47.1411","-121.9379","0.067","2014-08-11 11:00"
"SEATTLE - BEACON HILL","Washington","King","Seattle","Seattle-Tacoma-Bellevue, WA","47.568236","-122.308628","0.044","2014-05-01 21:00"
"MT RAINIER - JACKSON VISITIORS CENTER","Washington","Pierce","","Seattle-Tacoma-Bellevue, WA","46.7841","-121.740367","0.06","2014-04-18 22:00"
"Anacortes-202 Ave","Washington","Skagit","Anacortes","Mount Vernon-Anacortes, WA","48.52059","-122.61428","0.041","2014-05-20 19:00"
"","Washington","Skagit","","Mount Vernon-Anacortes, WA","48.397787","-122.504971","0.047","2014-04-11 15:00"
"CHENEY - TURNBULL","Washington","Spokane","Cheney","Spokane, WA","47.41645","-117.52997","0.059","2014-08-10 11:00"
"SPOKANE - AUGUSTA AVE","Washington","Spokane","Spokane","Spokane, WA","47.672482","-117.364852","0.06","2014-07-09 11:00"
"SPOKANE - GREENBLUFF","Washington","Spokane","","Spokane, WA","47.82728","-117.27422","0.06","2014-07-10 10:00"
"YELM - NORTHERN PACIFIC","Washington","Thurston","Yelm","Olympia, WA","46.952562","-122.59527","0.056","2014-08-10 12:00"
"CUSTER - LOOMIS","Washington","Whatcom","Custer","Bellingham, WA","48.95074","-122.55441","0.046","2014-07-12 11:00"
"MARTINSBURG BALL FIELD","West Virginia","Berkeley","Martinsburg","Hagerstown-Martinsburg, MD-WV","39.448006","-77.964125","0.06","2014-04-13 10:00"
"HENDERSON CENTER/MARSHALL UNIVERSITY - MOVED FROM WATER CO. 5/98","West Virginia","Cabell","Huntington","Huntington-Ashland, WV-KY-OH","38.424133","-82.4259","0.063","2014-08-04 11:00"
"Cedar Creek","West Virginia","Gilmer","","","38.8795","-80.8477","0.058","2014-04-13 10:00"
"SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","West Virginia","Greenbrier","","","37.908533","-80.632633","0.061","2014-04-13 09:00"
"","West Virginia","Hancock","Weirton","Weirton-Steubenville, WV-OH","40.421539","-80.580717","0.065","2014-04-18 13:00"
"CHARLESTON BAPTIST TEMPLE/SITE MOVED FROM OAQ AND FIRE STATION","West Virginia","Kanawha","Charleston","Charleston, WV","38.3456","-81.628317","0.067","2014-08-05 11:00"
"","West Virginia","Monongalia","Morgantown","Morgantown, WV","39.649367","-79.920867","0.064","2014-06-27 10:00"
"","West Virginia","Ohio","Wheeling","Wheeling, WV-OH","40.114876","-80.700972","0.066","2014-07-12 10:00"
"Parsons","West Virginia","Tucker","","","39.0905","-79.6617","0.059","2014-04-12 19:00"
"Neale Elementary School","West Virginia","Wood","Vienna","Parkersburg-Marietta-Vienna, WV-OH","39.323533","-81.552367","0.067","2014-06-27 11:00"
"BAD RIVER","Wisconsin","Ashland","","","46.602","-90.656","0.056","2014-05-19 04:00"
"UW GREEN BAY","Wisconsin","Brown","Green Bay","Green Bay, WI","44.53098","-87.90799","0.066","2014-06-16 16:00"
"COLUMBUS","Wisconsin","Columbia","","Madison, WI","43.3156","-89.1089","0.069","2014-09-26 10:00"
"MADISON EAST","Wisconsin","Dane","Madison","Madison, WI","43.100838","-89.357298","0.066","2014-09-28 10:00"
"Horicon Wildlife Area","Wisconsin","Dodge","Horicon","Beaver Dam, WI","43.466111","-88.621111","0.071","2014-06-27 12:00"
